id,prediccion
0,46608.0
1,974960.0
2,92656.0
3,244544.0
4,127312.0
5,160896.0
6,164448.0
7,210176.0
8,160784.0
9,172336.0
10,361136.0
11,174592.0
12,-355024.0
13,55312.0
14,1795424.0
15,136032.0
16,121088.0
17,338016.0
18,1362432.0
19,141440.0
20,134304.0
21,222640.0
22,125232.0
23,45296.0
24,61152.0
25,48352.0
26,215792.0
27,298352.0
28,138112.0
29,94304.0
30,103904.0
31,68752.0
32,125248.0
33,75136.0
34,51936.0
35,179552.0
36,1097120.0
37,1073168.0
38,143392.0
39,815680.0
40,364048.0
41,302304.0
42,181280.0
43,204992.0
44,45696.0
45,129824.0
46,312528.0
47,66096.0
48,171824.0
49,1180976.0
50,129200.0
51,199584.0
52,136608.0
53,1078608.0
54,42528.0
55,127744.0
56,44048.0
57,140448.0
58,67744.0
59,1469456.0
60,159568.0
61,282672.0
62,1431760.0
63,67184.0
64,876416.0
65,1708592.0
66,137568.0
67,1436256.0
68,110032.0
69,159360.0
70,55536.0
71,78240.0
72,36128.0
73,49152.0
74,442336.0
75,122928.0
76,56672.0
77,29216.0
78,143488.0
79,1402752.0
80,365936.0
81,161312.0
82,1533232.0
83,143152.0
84,71536.0
85,61920.0
86,1447536.0
87,150672.0
88,181520.0
89,175184.0
90,155168.0
91,174096.0
92,72608.0
93,104464.0
94,188272.0
95,179456.0
96,-144192.0
97,111776.0
98,154640.0
99,1996976.0
100,31296.0
101,71024.0
102,200848.0
103,130032.0
104,1083632.0
105,152336.0
106,478288.0
107,1448688.0
108,330032.0
109,30672.0
110,330832.0
111,439920.0
112,64400.0
113,186864.0
114,116256.0
115,19584.0
116,167040.0
117,256368.0
118,89856.0
119,1333168.0
120,121792.0
121,176448.0
122,-238480.0
123,82032.0
124,20528.0
125,128320.0
126,136592.0
127,89600.0
128,51088.0
129,-324576.0
130,288096.0
131,106128.0
132,104752.0
133,70368.0
134,24560.0
135,150368.0
136,302608.0
137,239312.0
138,225568.0
139,97360.0
140,36624.0
141,217616.0
142,43872.0
143,150640.0
144,210352.0
145,191008.0
146,139360.0
147,261008.0
148,125104.0
149,162160.0
150,139568.0
151,104416.0
152,167984.0
153,-165920.0
154,225872.0
155,68432.0
156,213840.0
157,-12016.0
158,302224.0
159,88896.0
160,286224.0
161,1528864.0
162,1892800.0
163,635488.0
164,183536.0
165,156304.0
166,66512.0
167,137280.0
168,137264.0
169,263568.0
170,202240.0
171,110672.0
172,184592.0
173,178864.0
174,258320.0
175,184112.0
176,209712.0
177,1909264.0
178,133440.0
179,288784.0
180,82624.0
181,60272.0
182,167120.0
183,323104.0
184,171056.0
185,161184.0
186,1418464.0
187,178272.0
188,147568.0
189,99216.0
190,41392.0
191,1092576.0
192,1415040.0
193,366032.0
194,338768.0
195,-258736.0
196,164288.0
197,243984.0
198,259680.0
199,345536.0
200,167808.0
201,144288.0
202,395120.0
203,215568.0
204,1727216.0
205,300224.0
206,74896.0
207,73216.0
208,138544.0
209,147632.0
210,242752.0
211,1531232.0
212,74368.0
213,161856.0
214,154752.0
215,437040.0
216,163536.0
217,181744.0
218,41824.0
219,392336.0
220,166704.0
221,1212576.0
222,161840.0
223,74144.0
224,201536.0
225,171232.0
226,160432.0
227,80880.0
228,107168.0
229,235552.0
230,-212240.0
231,91456.0
232,265520.0
233,128880.0
234,103408.0
235,851168.0
236,-302224.0
237,-416.0
238,212928.0
239,48016.0
240,223728.0
241,186672.0
242,1708704.0
243,1154224.0
244,51312.0
245,48624.0
246,227008.0
247,1317312.0
248,116176.0
249,56976.0
250,73184.0
251,200784.0
252,134224.0
253,778080.0
254,241840.0
255,136336.0
256,99344.0
257,156000.0
258,79248.0
259,72208.0
260,134384.0
261,196512.0
262,34464.0
263,293152.0
264,61440.0
265,381040.0
266,26240.0
267,-217840.0
268,65008.0
269,155728.0
270,86592.0
271,80864.0
272,153776.0
273,156576.0
274,120832.0
275,84656.0
276,154528.0
277,225184.0
278,281584.0
